	AB	AB_2	AS	AS_2	D	D_2	N	N_2
B03_C2__18_28	0.0	0.0	0.0	0.079314486	9.583107742	13.6939795115	5.4593033745	7.7743021064999995
B03_C2__18_29	0.0	0.0	0.0352247985	0.0396677245	20.267068015999996	18.624385539000002	17.304982708	15.1211810095
B03_C2__18_30	0.0	0.0	1.065233786	1.725934914	14.4387883355	11.715201294	11.632730015	8.345000311
B03_C2__18_4	0.0	0.0	14.802880128	19.410161278	2.9067958575	5.5619855275	12.558335926000002	15.639433633500001
B03_C2__18_5	0.0	0.0	9.2029492495	7.603714104	7.4888326785	8.4322348205	15.443194661	22.4011868175
B03_C2__18_6	0.0	0.0	4.406418453	5.8218314975	4.719819481	6.821045765	10.3861100665	13.3633789455
B03_C2__18_7	0.0	0.0	5.321264127	5.6337938985000005	7.267685224000001	7.6702422715	9.985872749999999	13.9030660705
B03_C2__18_8	0.0	0.0	5.613267242999999	6.2713626615	5.8637418265	6.6131652475	8.149651972000001	7.458574306499999
B03_C2__18_9	0.0	0.0	6.0197215005	4.370579692	9.8307682055	9.2629136145	10.5803184755	11.881156857499999
B03_C2__19_10	0.0	0.0	8.2154902075	10.674646987000001	8.194781374	8.7541402755	6.123897994	5.976523912
B03_C2__19_11	0.0	0.0	4.8403651885	7.610336971500001	16.887256225999998	14.935890643	16.6468586245	13.84642895
B03_C2__19_15	0.0	0.0	4.109097434000001	6.8627017795	1.770440816	3.6261340869999996	0.0149530475	0.6281666075
B03_C2__19_16	0.0	0.0	4.2906379685	3.2290806495	13.385383696000002	12.87933526	10.9938805655	12.266893751500001
B03_C2__19_17	0.0	0.0	1.0096485185	1.1244685030000001	23.4631288765	23.2040094945	60.516884907000005	56.942333635
B03_C2__19_18	0.0	0.0	3.1630501325	4.631304665	2.7549146315	4.3184571725	0.4761580845	0.5476905715
B03_C2__19_19	0.0	0.0	4.803076923000001	4.997275864	2.9723076925	3.091137478	1.1846153845	0.5470972820000001
B03_C2__19_20	0.0	0.0	8.15871168	5.075883989	6.072953046	4.290027811	0.239296339	0.7445371475
B03_C2__19_21	0.0	0.0	5.347275652	5.8187189425	3.808491292	3.7857960075	0.1084143525	0.822219566
B03_C2__19_22	0.0	0.0	7.6763628825	7.405952767	5.316796794	14.192039070499998	1.3404270020000002	11.770632332
B03_C2__19_23	0.0	0.0	9.048931258	8.489054992	32.173977806	24.613840971	27.7761227375	21.969180919499998
B03_C2__19_24	0.0	0.0	9.860990443	11.2229943355	10.368909978000001	10.672177579	0.6616320255	0.595277302
B03_C2__19_25	0.0	0.0	6.7934629475	9.178267833	12.612003381	14.674962013999998	2.1639898564999998	3.0005612365
B03_C2__19_26	0.0	0.0	0.7240931755	0.8946455925	14.9634537875	16.11035365	11.5513354735	9.814169570499999
B03_C2__19_27	0.0	0.0	0.084169416	0.1300882625	12.9082216685	11.128309840500002	9.04989563	7.228955342
B03_C2__19_28	0.0	0.0	0.0	0.0	20.2366242435	19.7969428705	10.734585444	12.045150527
B03_C2__19_29	0.0	0.0	0.1792746725	0.2924975445	13.545524011000001	15.414122436	11.6734262035	13.719629360499999
B03_C2__19_30	0.0	0.0	15.969926761	8.955070725	9.427052952	8.30149659	2.0642945105	3.189725941
B03_C2__19_4	0.0	0.0	23.6182476205	25.049017979	1.845315223	7.466795166000001	2.678611322	16.0646040345
B03_C2__19_5	0.0	0.0	15.335603647	14.8011344455	5.344391959	10.308596124000001	11.2874876415	23.385103653500003
B03_C2__19_6	0.0	0.0	6.681507291	7.819518776	3.9553490775	5.474182023	8.091366628	7.206499340500001
B03_C2__19_7	0.0	0.0	5.253385758	6.252349498	3.7297946700000004	5.030610600999999	8.0548274355	7.9010257235
B03_C2__19_8	0.0	0.0	4.294007171	5.0833379865	4.6895452735	6.068875984	4.8318251665	7.11513764
B03_C2__19_9	0.0	0.0	3.3722008745	3.8942771625000003	10.027163111499998	8.853306292	18.745859281999998	13.140936524
B03_C2__1_10	0.0	0.0	0.44539844400000006	0.8562851975	15.661389858	14.52157069	10.708344513	8.852770259
B03_C2__1_11	0.0	0.0	1.1940708205	3.2644594815000003	11.5481745815	13.047097362999999	8.630249794000001	8.9489017775
B03_C2__1_12	0.0	0.0	1.0664993725	1.6780050785	13.720723546499999	14.006132324	9.875575073499999	11.3675561735
B03_C2__1_13	0.0	0.0	1.6416405200000002	2.3022871315	18.0412371135	15.0812896115	15.847714029999999	11.346789749
B03_C2__1_14	0.0	0.0	0.5211088775	0.7862835125000001	17.857898634999998	16.892897802	9.1762776425	6.876383971500001
B03_C2__1_15	0.0	0.0	23.7577447335	14.785867859999998	22.1530359355	17.2969085945	5.030978934	3.9281771165
B03_C2__1_16	0.0	0.0	15.478130499999999	11.151850903	15.047910826999999	14.491001664999999	3.2592399455	4.2437876265
B03_C2__1_17	0.0	0.0	11.587433617	6.730708512	14.6618465675	17.397859308	6.663894043000001	9.648111897
B03_C2__1_18	0.0	0.0	2.75728625	4.677058516000001	15.700205587	15.114184437999999	8.673962994500002	6.835086292
B03_C2__1_19	0.0	0.0	12.543718426	9.3675239235	17.240326431	18.368040452499997	6.0595125745	5.293062201
B03_C2__1_20	0.0	0.0	15.2666860975	18.9632307775	17.572136403499997	17.6252163715	4.173710288500001	3.7669607460000005
B03_C2__1_6	0.0	0.0	12.885263518	14.457200178	18.8467737995	16.2310521625	17.7306696625	17.4375835935
B03_C2__1_7	0.0	0.0	1.4086982725000001	1.208560587	18.2929891525	16.4287370205	20.773905183	19.1710287105
B03_C2__1_8	0.0	0.0	0.7869808114999999	0.8270173875	13.208647073	12.786446723	11.702696137499998	9.8812973695
B03_C2__1_9	0.0	0.0	0.729459313	1.7655968949999998	17.9801863075	15.5815109345	15.276750949	12.098243870000001
B03_C2__20_10	0.0	0.0	5.400605566500001	8.539312955	6.568068010000001	9.148649424	6.3176895305	7.334977347
B03_C2__20_11	0.0	0.0	10.170023541499999	9.134991597500001	10.5100706255	11.510140725500001	5.6264713575	9.496748040500002
B03_C2__20_15	0.0	0.0	24.730713246	18.765561339999998	16.241630276499997	11.4114135355	2.0	2.2330522865
B03_C2__20_16	0.0	0.0	1.91342938	2.518077076	4.5890146640000005	7.4715931665	3.6499871365	4.2264600715
B03_C2__20_17	0.0	0.0	2.8126569565	2.125723353	19.371546961	17.1084562255	24.205801105	24.5364320825
B03_C2__20_18	0.0	0.0	3.0991061525	2.616730145	18.826254322	17.0349994515	43.015593397	31.519882133499998
B03_C2__20_19	0.0	0.0	2.8330679405000003	3.778969922	4.000796178	7.4508104215	1.589039278	10.353935984
B03_C2__20_20	0.0	0.0	4.4179347485000005	4.956420329	17.017346107999998	14.483335379	26.814453002999997	21.800576970500003
B03_C2__20_21	0.0	0.0	6.7534612965	7.8812465065	36.0368156075	24.8915955215	28.8664254245	20.585287826000002
B03_C2__20_22	0.0	0.0	6.0151051970000005	8.1043065865	4.1749085895	8.2972487335	0.8511658575000001	3.1599799695
B03_C2__20_23	0.0	0.0	10.765991050500002	9.7490207455	13.523295604000001	13.004336122000002	0.5429060274999999	0.6858810065
B03_C2__20_24	0.0	0.0	6.590736078000001	6.011641911	10.8713474265	12.7329815905	4.930608421	4.0216206915
B03_C2__20_25	0.0	0.0	2.140027278	2.5337837839999997	15.6231733455	16.81583835	10.339676560000001	9.380203663500001
B03_C2__20_26	0.0	0.0	0.5908200225	0.41755037149999996	10.688201413	13.397696477	4.5276408765	6.965800636
B03_C2__20_27	0.0	0.0	0.0038202935	0.0682179235	8.39700489	12.9286982525	6.536522005	7.1469956075
B03_C2__20_28	0.0	0.0	0.1300653215	0.12590538699999998	14.090409850499999	16.6081937525	13.110584427	15.2812358535
B03_C2__20_29	0.0	0.0	2.329304149	4.0387188290000005	10.7579222475	10.965230427	9.343351845499999	8.714154456
B03_C2__20_5	0.0	0.0	13.4613519545	19.880715705999997	1.755406847	6.8274874565	2.0924255645	16.145981255
B03_C2__20_6	0.0	0.0	8.693339637	9.394717739499999	10.2712605635	13.082109553999999	28.015483718	33.6018203135
B03_C2__20_7	0.0	0.0	6.0777133555	5.9767553135	3.1888922795	4.910849199	8.4096226225	12.323713105500001
B03_C2__20_8	0.0	0.0	5.363214837499999	5.433695114999999	5.360638846	5.0556603895	3.2225656880000004	4.0526335785
B03_C2__20_9	0.0	0.0	6.5783514489999995	5.7492043105	5.865036232	6.90923558	2.7400362320000005	5.9781394825000005
B03_C2__21_10	0.0	0.0	3.1527559055000003	4.926157891	4.409448819	5.49756437	2.705511811	3.8838629864999996
B03_C2__21_11	0.0	0.0	4.2459007804999995	3.668078294	11.071821468	10.971956824500001	13.264183561	13.7246294475
B03_C2__21_12	0.0	0.0	6.674933462	9.418817014000002	10.570408904	10.673677389	13.458746673	11.678154825
B03_C2__21_16	0.0	0.0	7.439994824	11.9555025825	5.5282396325	7.891140246500001	0.16820857849999998	1.1172030195
B03_C2__21_17	0.0	0.0	4.8279421885	6.21735739	3.513420509	5.349996609	0.38885065399999996	0.635895001
B03_C2__21_18	0.0	0.0	2.738034946000001	3.163999072	2.6367434794999998	6.0550529655	0.566599139	3.3263743915
B03_C2__21_19	0.0	0.0	2.100437466	3.3661512355000003	4.7761730685	7.250171891499999	1.2195121949999999	7.519346958
B03_C2__21_20	0.0	0.0	7.938528958499999	7.148432897499999	6.4343242924999995	8.1580652765	1.7085159305	3.5524920465
B03_C2__21_21	0.0	0.0	13.997947138499999	11.6130313865	10.5241211185	10.437822805	0.583782397	0.8327373855
B03_C2__21_22	0.0	0.0	8.404808317	9.105389314	14.051332034000001	14.429753344	1.1663417800000002	0.8064640839999999
B03_C2__21_23	0.0	0.0	5.723326302	5.5832514735	13.689352725500001	14.4431483305	4.671366715	4.3406188605
B03_C2__21_24	0.0	0.0	2.7710843374999996	2.4469060464999997	19.993821439499996	16.935956593	11.0194624655	9.0556565915
B03_C2__21_25	0.0	0.0	1.7422381059999998	1.279278038	11.5646638375	12.0728850925	6.4859280770000005	6.774593552
B03_C2__21_26	0.0	0.0	0.0390193145	0.1144805945	11.995187617500001	10.832426028	11.660271834500001	7.235493787499999
B03_C2__21_27	0.0	0.0	0.058719905999999995	0.390675035	15.808703595	17.6292109645	11.9201409275	12.1013193285
B03_C2__21_28	0.0	0.0	2.222080327	1.412665275	14.041248962500001	12.240006185999999	10.800715152	10.9247661025
B03_C2__21_6	0.0	0.0	19.027237354	18.8406836035	3.0679437294999996	6.3485691345	3.2265788685	13.7344439985
B03_C2__21_7	0.0	0.0	11.653579441	10.3902236325	20.1228839485	15.498136395500001	41.9003671225	34.2229525535
B03_C2__21_8	0.0	0.0	4.7792046865	5.618627721000001	6.209868198500001	7.258197851	14.768502872500001	13.8013226785
B03_C2__21_9	0.0	0.0	2.4881235155	2.6237254415	5.142517815	4.7259241925	4.8456057005	5.006071068
B03_C2__22_10	0.0	0.0	6.158006244500001	4.3917057045000005	8.3965209635	6.2331220725000005	8.836975914	7.5723339764999995
B03_C2__22_11	0.0	0.0	1.344290846	2.871757693	5.6764994015	6.054991676	5.9703929465	4.9366306855
B03_C2__22_12	0.0	0.0	1.14289283	2.32092438	5.0462153385	8.039221704	4.0875593304999995	7.458415173000001
B03_C2__22_13	0.0	0.0	3.5841654775	5.685252342	11.7969227635	10.667875491	15.126350112	12.6378815355
B03_C2__22_17	0.0	0.0	20.9146904835	22.238028936	19.913766554	17.9407046435	1.4752078845	2.4532356679999996
B03_C2__22_18	0.0	0.0	25.72337963	17.492974709000002	20.4166666665	16.919481562	1.9531249999999998	1.197166944
B03_C2__22_19	0.0	0.0	24.957098730000002	16.865935067000002	20.987301224	16.469533284999997	4.6333371465	1.9051482414999998
B03_C2__22_20	0.0	0.0	9.714136003499998	14.8634218845	14.2961108525	17.270313559999998	0.756870051	1.3347570739999999
B03_C2__22_21	0.0	0.0	6.4502904	6.137958895500001	9.8667577725	13.274924675000001	1.441749231	3.311787776
B03_C2__22_23	0.0	0.0	1.168165917	1.7186349124999998	14.855072463499999	14.635250429500001	11.8721889055	10.322550945
B03_C2__22_24	0.0	0.0	0.4161511645	0.6688661855	9.4252615005	10.8654366	5.064109773999999	6.3400196845000005
B03_C2__22_25	0.0	0.0	0.302068713	0.40280762949999993	10.520534569999999	12.714743059499998	4.9459937755	6.575684247
B03_C2__22_27	0.0	0.0	3.4612056534999995	1.5170455559999998	14.868762619	15.1570619855	14.7750216325	14.3373752165
B03_C2__22_28	0.0	0.0	12.12962963	7.3041573675	6.9068287035	6.1202988755000005	0.5410879625	1.1880172450000002
B03_C2__22_7	0.0	0.0	24.7947885845	26.723987684000008	3.1903216569999997	4.809736827	2.0879068435	4.0393888339999995
B03_C2__22_8	0.0	0.0	11.002559307	9.1844360605	17.779801161500004	12.546256674999999	37.166551825999996	26.317787875999997
B03_C2__22_9	0.0	0.0	6.531103155	5.244188142	7.3058849855000005	7.6985458225	12.5839113895	15.816432621499999
B03_C2__23_10	0.0	0.0	5.7075294245	5.327636827999999	11.2054603105	12.660461074499999	28.0243994195	28.615722880999996
B03_C2__23_11	0.0	0.0	3.7500804735	3.1273680219999997	6.4668769715000005	6.1473857034999995	11.144015966000001	8.561189694
B03_C2__23_12	0.0	0.0	3.186260821	3.125812766	4.825467746	4.724651965	4.345154985000001	5.0182744034999995
B03_C2__23_13	0.0	0.0	2.620875606	2.919149665	4.6567955395	6.133584397	3.0573073754999998	5.6713990735
B03_C2__23_14	0.0	0.0	4.0575989285	3.2923465075	8.051013004	7.7228052179999995	6.6054585029999995	7.889848482500001
B03_C2__23_15	0.0	0.0	5.7392878695	3.2842238925	13.6632468315	12.9204484785	8.388654194	9.6225162695
B03_C2__23_16	0.0	0.0	3.2791411045	3.2537613755	10.8190184045	13.095836953500001	7.7883435585	9.345894117499999
B03_C2__23_17	0.0	0.0	3.556145388	4.5050329975	11.118032609499998	12.23785081	6.056009967	6.278914738999999
B03_C2__23_18	0.0	0.0	5.509301418	5.026738824	14.426954599	12.573651851000001	7.593989853000001	7.344370437
B03_C2__23_19	0.0	0.0	4.0976746965	3.6989627985	13.0701177595	13.953216203	7.764959052999999	9.8109922905
B03_C2__23_20	0.0	0.0	1.6779765575	2.488529138	16.0980876005	16.120181095	13.963602714	13.645371260000001
B03_C2__23_21	0.0	0.0	0.7983370489999999	1.1038941910000002	13.704283907	13.036850477	12.023257215000001	10.1007423115
B03_C2__23_22	0.0	0.0	1.92101021	2.6643332625	9.846856529	10.922294369	3.737909726	5.7334685395000005
B03_C2__23_23	0.0	0.0	0.8739826295	0.5639624025000001	9.799530233999999	11.059262716	4.7522805485	7.486834211
B03_C2__23_24	0.0	0.0	0.561633417	0.409085006	9.7642309715	12.2206028775	4.3000058505	6.385189247
B03_C2__23_25	0.0	0.0	0.3950453665	0.434420524	17.973289836	17.511062497	12.771434397	10.350270969
B03_C2__23_26	0.0	0.0	2.2242979744999998	2.02161585	17.376963045	13.3259260325	15.266507093	11.6975224025
B03_C2__23_27	0.0	0.0	11.693972179	7.3438162115	11.567233385	5.3279556875	0.9273570325	0.8232943880000001
B03_C2__23_8	0.0	0.0	30.030935808	21.869588084999997	3.7122969839999995	4.207663592	2.990461459	3.5104486035
B03_C2__23_9	0.0	0.0	8.149270598	7.943305802	11.2569344565	10.4281380645	22.881138278	23.9975272765
B03_C2__24_10	0.0	0.0	4.2867258564999995	8.058777724	9.624707228	9.516137694000001	20.235306934	20.656114064500002
B03_C2__24_11	0.0	0.0	4.1207107845	4.824747261	6.844362745	10.867031902499999	21.200980392	26.7389067135
B03_C2__24_12	0.0	0.0	3.06434024	3.7497500165	4.086695747	5.211652556500001	2.4945474375	5.1703219785
B03_C2__24_13	0.0	0.0	1.689374794	1.883543499	4.8621030659999995	6.187745046	5.9773651249999995	8.764040479
B03_C2__24_14	0.0	0.0	1.73920166	1.290881263	6.028504341500001	7.680172923	5.195762573	9.093228075999999
B03_C2__24_15	0.0	0.0	8.9247245645	4.118799340000001	13.722533390499999	11.737068457500001	5.5487166865	7.859078590999999
B03_C2__24_16	0.0	0.0	1.6498492225	1.5685199345	16.3071213175	14.246547669	11.728717235000001	10.4103836885
B03_C2__24_17	0.0	0.0	1.704033179	2.1162883785	13.364789325	15.278786711	9.9927871615	11.291565979
B03_C2__24_18	0.0	0.0	2.275139294	1.2045926630000001	16.8678694615	14.721708837000001	13.717166357	11.7400762175
B03_C2__24_19	0.0	0.0	1.7874662744999998	1.1554876205	11.147902869500001	12.6044252075	7.8059847925	9.591984987
B03_C2__24_20	0.0	0.0	1.7808131745	1.235318262	13.4263100785	12.4463248295	7.0658071105	7.0180285425
B03_C2__24_21	0.0	0.0	0.098740211	0.5222817605	12.897514470499999	12.2710777995	10.830779707	8.828766194
B03_C2__24_22	0.0	0.0	0.071857036	0.48106432600000004	11.5627343165	12.286705131500002	7.1607098229999995	7.300362140999999
B03_C2__24_23	0.0	0.0	0.23862650300000002	0.1669181875	12.7804636175	14.024176461	7.626750960499999	8.1454550995
B03_C2__24_24	0.0	0.0	1.3072613425	1.0588842975	16.983412062	16.4446498475	16.744479841500002	13.4997553285
B03_C2__24_25	0.0	0.0	1.7244640605	2.1233899569999997	13.524590163500001	13.9420384545	11.1128625475	10.160382055
B03_C2__24_26	0.0	0.0	9.951483382	6.565354502	5.3898059335	4.973629839	1.3606959625	1.9023216615
B03_C2__24_9	0.0	0.0	39.977431862	25.426522182	7.713673977000001	6.523738117000001	9.9444476595	5.8609665005
B03_C2__25_10	0.0	0.0	25.8358066865	18.974282297000002	8.3496667975	4.525744889	7.8820630565	4.7942040015
B03_C2__25_11	0.0	0.0	6.1052821994999995	12.251964214000001	2.234081042	6.215231978	3.0662083935	12.8878247405
B03_C2__25_12	0.0	0.0	6.3863190355	5.215071915999999	14.684608915	12.5295428455	34.5248107655	28.602876628999997
B03_C2__25_13	0.0	0.0	2.0903464005	2.5038934535	8.480833966999999	6.0321679825	16.8042132695	13.075962622999999
B03_C2__25_14	0.0	0.0	1.286378638	1.5642121414999999	7.665766577	8.2054934615	7.403240324	8.692198115
B03_C2__25_15	0.0	0.0	3.0624640370000002	2.623987233	8.3370628475	9.3542843115	5.495172943	6.889117358
B03_C2__25_16	0.0	0.0	0.605962411	1.5936789595	11.626701231	11.241001515499999	5.4893065455	7.085911846
B03_C2__25_17	0.0	0.0	2.6181393059999998	1.2145105635	9.654196406499999	9.845480961500002	4.4271474285	5.650311761999999
B03_C2__25_18	0.0	0.0	1.1492994745	0.9045191035	12.733508464500002	10.7660473565	6.206217163	7.130509185
B03_C2__25_19	0.0	0.0	0.41588754949999995	0.44591392350000003	16.1228963825	12.9635263225	10.593848733000002	8.1873639045
B03_C2__25_20	0.0	0.0	0.143066065	0.9854707234999999	13.5626629365	13.0281251945	6.641444649	7.885321385999999
B03_C2__25_21	0.0	0.0	0.26868437300000003	0.32840971	11.439159975	12.911647194	7.936998147	10.186754646
B03_C2__25_22	0.0	0.0	0.138018502	0.1537271945	18.203521336999998	17.500046026	11.974037601	12.612073568
B03_C2__25_23	0.0	0.0	0.315143944	0.625383885	12.557492476500002	13.753559662499999	15.237635569000002	14.0362387625
B03_C2__25_24	0.0	0.0	2.226102139	1.498492229	15.3769408245	12.668367741	11.8257778885	11.3361169105
B03_C2__25_25	0.0	0.0	15.009591668999999	7.683487767499999	8.410523431	5.854943004	2.5102767884999997	1.287247517
B03_C2__26_12	0.0	0.0	7.159313443	17.906858307	4.866950812	5.628253735	3.2139154475000002	7.637788592000001
B03_C2__26_13	0.0	0.0	8.714154063	8.359513452999998	9.118013769000001	8.257478116	14.343795739499999	15.185811718
B03_C2__26_14	0.0	0.0	2.686766424	2.9362010635	14.97190855	11.7958219215	20.854425098500002	15.925567907000001
B03_C2__26_15	0.0	0.0	3.338746346	3.8761147945000003	12.370899643	13.8469616465	14.42026632	13.093054967499999
B03_C2__26_16	0.0	0.0	1.1085363560000001	0.9410036344999999	8.633431452	9.8492229185	5.946639944999999	6.481868089500001
B03_C2__26_17	0.0	0.0	0.13371266	0.31408788849999997	9.266002845	10.866742978000001	5.490753912000001	8.726059523
B03_C2__26_18	0.0	0.0	0.8167932695	0.598778571	9.9689618555	13.513298454000001	6.685452912000001	13.3322723745
B03_C2__26_19	0.0	0.0	0.129342203	0.11426236449999999	13.3776792315	13.4791754945	8.4965508745	10.150432835
B03_C2__26_20	0.0	0.0	0.0	0.18442892900000002	18.841504365	16.032143327500002	22.276695769	16.992985114
B03_C2__26_21	0.0	0.0	0.2943650125	0.700403946	19.004065041	18.6248504705	16.631623212500003	16.055546887
B03_C2__26_22	0.0	0.0	0.161361767	0.3440384945	13.3772068595	13.4958699705	14.642789344	15.464491152499999
B03_C2__26_23	0.0	0.0	2.606322921	2.3216916275	10.5382009785	10.9647372945	8.414878936000001	7.9770746374999995
B03_C2__26_24	0.0	0.0	11.7808577405	8.952385023	8.97402371	8.2172166185	2.318688982	2.3754060525
B03_C2__27_14	0.0	0.0	8.3255159475	10.2167804095	3.7757973735	6.5915868555	2.0843105065	1.609365143
B03_C2__27_15	0.0	0.0	4.2919447564999995	4.454457729	4.7611180865	5.356471108	1.6156743539999998	3.7307207925
B03_C2__27_16	0.0	0.0	0.8491987400000001	2.7436749645000003	10.176688125	9.1696059145	13.350910834	9.4917927155
B03_C2__27_17	0.0	0.0	2.219208482	1.6810397745	13.302921957999999	11.379818316	14.045740352500001	12.799993862000001
B03_C2__27_18	0.0	0.0	0.3118699595	1.379288726	13.8671875	15.9205968555	23.92578125	25.598344853500002
B03_C2__27_19	0.0	0.0	0.0	0.18196265400000003	15.6764403295	14.3170441	13.0497685185	12.8676996425
B03_C2__27_20	0.0	0.0	0.012921566	0.438617402	18.2517121075	16.21454112	36.2223801525	28.4521255465
B03_C2__27_21	0.0	0.0	2.133368235	2.1946580265	14.436227995500001	12.5151119495	14.753615601500002	15.013620903500001
B03_C2__27_22	0.0	0.0	1.9384824669999998	2.097396336	11.033857315499999	12.3507158225	9.696191052	11.646020324999999
B03_C2__27_23	0.0	0.0	15.497353022999999	9.5944040625	7.0437447760000005	6.212612760500001	1.448871552	1.360655962
B03_C2__28_18	0.0	0.0	3.3785674315	8.4787021745	4.1025461665	6.4702036885	0.59806939	3.0183388385
B03_C2__28_19	0.0	0.0	1.6657255789999998	1.3515812264999998	11.440491875	11.4536457125	12.1463077985	11.3221990255
B03_C2__28_20	0.0	0.0	1.726731637	2.212856493	10.533717051499998	12.096407458000002	17.924651710499997	16.0754888585
B03_C2__28_21	0.0	0.0	4.832043039	8.024849494000001	7.115207978	10.4561611375	1.7090932950000002	4.8554182145
B03_C2__2_10	0.0	0.0	0.25185000949999997	0.7210255940000001	12.3935078665	13.753601317000001	7.406255829999999	9.2719623175
B03_C2__2_11	0.0	0.0	0.27830747850000004	0.6453359525	10.408184300999999	9.895990731999998	3.10776684	4.010526845999999
B03_C2__2_12	0.0	0.0	0.2076927225	0.5919795485	9.6212979445	9.950033569	3.5658412905	4.8178226515
B03_C2__2_13	0.0	0.0	6.2915601025	3.7182913085	14.6930946295	13.832778207	10.987212276	9.1849140715
B03_C2__2_14	0.0	0.0	0.30430560100000004	0.255379787	13.985108448999998	14.4669847575	7.290385238000001	6.9705072370000005
B03_C2__2_15	0.0	0.0	3.7091988129999995	4.1986491855	11.757335971	13.430274136000001	3.0992416745	4.7842669845
B03_C2__2_16	0.0	0.0	1.031301483	0.8323588645	17.433278418	16.8380107845	13.439868204000001	11.963230039499999
B03_C2__2_17	0.0	0.0	7.524320032000001	7.205385564999999	6.3298259545	12.102903916999999	2.6934021575	7.0283570455
B03_C2__2_18	0.0	0.0	10.914545830999998	6.986069028999999	8.959238568499998	9.532670267	0.393130561	1.720787775
B03_C2__2_19	0.0	0.0	1.6832162755	4.577427742499999	17.885686607	16.335502683	4.7075563095	4.134038748
B03_C2__2_20	0.0	0.0	10.382317802	6.651842533	19.3369175625	18.0493585145	4.205495818	5.0843366445000004
B03_C2__2_26	0.0	0.0	13.989682865499999	15.445604175	10.0093792135	10.006021678	1.1548156394999998	1.2760222515
B03_C2__2_29	0.0	0.0	0.003272037	0.11856038499999999	16.4059943725	17.697167544	7.322819187	11.2169492625
B03_C2__2_30	0.0	0.0	0.0661419405	0.051159618000000004	10.622395660999999	15.9959072305	7.434354124	9.706522445000001
B03_C2__2_6	0.0	0.0	6.700596473499999	12.941698104999999	13.0608143155	11.852764793499999	14.0333246885	14.8137014715
B03_C2__2_7	0.0	0.0	6.878168608999999	4.912942152499999	17.35221868	16.357358127	29.0754194325	25.745207853
B03_C2__2_8	0.0	0.0	1.7452054795	1.041933959	10.232876712	11.6949152545	9.6383561645	9.4611384965
B03_C2__2_9	0.0	0.0	0.1735465475	0.422985514	15.256600967	16.8027105025	12.79905789	12.983108872999999
B03_C2__3_10	0.0	0.0	0.027067669	0.0406763905	10.5233082705	9.162356906500001	4.7609022555	5.569033645499999
B03_C2__3_11	0.0	0.0	0.0	1.0092735935	7.451469604	9.528354350499999	6.4321791515	4.864503329
B03_C2__3_12	0.0	0.0	0.170110887	0.14811680049999998	10.9248991935	9.175404774	4.3252268145	3.775802887
B03_C2__3_13	0.0	0.0	0.42116569600000003	0.96136518	8.917971621	9.719700015	5.390355588	4.497691892000001
B03_C2__3_14	0.0	0.0	1.51478282	0.40506215	15.674047938000001	11.939939579	7.029443971000001	6.680895195
B03_C2__3_15	0.0	0.0	0.308549067	0.895668023	15.0586995785	11.531380599	3.1833232995	2.375867592
B03_C2__3_16	0.0	0.0	0.030024019	0.098801212	18.8851080865	14.852292188	11.192287163	10.362600448
B03_C2__3_17	0.0	0.0	1.1058870275	1.668274971	13.138202768	11.2788472545	10.833719621499998	9.3039040905
B03_C2__3_18	0.0	0.0	3.0849532035	3.825204921500001	9.2980561555	11.463114095	3.0597552195	6.725360287
B03_C2__3_19	0.0	0.0	0.08389764499999999	0.7091728525	13.998921316	16.278573112	5.714028884499999	7.38776953
B03_C2__3_20	0.0	0.0	4.664230557499999	2.8640710845	16.795366795	16.348436546000002	6.611969112	5.4500440885
B03_C2__3_21	0.0	0.0	0.184951991	0.9792492425000001	17.743585707500003	16.832789306	5.135369117	3.9403124269999994
B03_C2__3_26	0.0	0.0	10.825479363	12.635677394	8.7455313615	9.708382996000001	0.7767305815000001	1.645609853
B03_C2__3_28	0.0	0.0	23.565956351	15.215332154499999	13.967037919500001	10.3845668095	1.4807184705	0.9961480170000001
B03_C2__3_29	0.0	0.0	24.676036361	15.130872695	14.631551802	12.926244001	1.1862549155	2.828207881
B03_C2__3_30	0.0	0.0	11.317633319999999	12.0270985005	10.895938757	19.963754589	0.321136629	10.2249393315
B03_C2__3_31	0.0	0.0	5.241557223	9.691057849	11.661585366	21.61873566	3.649742026	11.1448608245
B03_C2__3_32	0.0	0.0	9.6112886045	8.9017735335	6.759185303500001	14.874455921500001	0.11648029800000001	2.4418566885
B03_C2__3_6	0.0	0.0	23.3165579815	22.388521883	8.799971647	8.1165703275	10.766940742500001	10.8648155795
B03_C2__3_7	0.0	0.0	6.525201957	4.9842660494999995	13.718853112	13.786267796	20.730458527499998	20.863773098499998
B03_C2__3_8	0.0	0.0	1.4175907255000002	1.9748906755000002	8.4645917335	9.534333318	3.7455897179999997	6.2890863775
B03_C2__3_9	0.0	0.0	0.1477143155	0.1070313285	12.641235617500001	12.250679964	6.828547735	7.379495316000001
B03_C2__4_10	0.0	0.0	1.6562910505000001	0.993386608	8.098692101	8.069716175	2.7186018615	3.7531000275
B03_C2__4_11	0.0	0.0	0.97227734	0.289658831	11.6474856855	11.009827461	10.90197857	9.230694064
B03_C2__4_12	0.0	0.0	0.49543135149999995	1.2357908640000002	10.593924291	9.187989152499998	2.747122345	3.5577287865000002
B03_C2__4_13	0.0	0.0	0.260691271	0.680306245	9.7217340365	8.9221196305	6.239015817	4.7771979125
