	AB	AS	D	N
B06_E1__18_27	0.0	1680.8358853744999	12.038506294000001	
B06_E1__18_28	0.0	757.4731956769999	11.4298601715	
B06_E1__18_29	0.0	266.05479556299997	12.6127768155	
B06_E1__18_30	0.0	83.0480505995	15.326436582000001	
B06_E1__18_31	0.0	326.044803981	19.049126934	
B06_E1__19_11	0.0	1631.3798509595001	12.4494283205	
B06_E1__19_12	0.0	3505.678482958	14.628660607999997	
B06_E1__19_13	0.0	649.9307144434999	8.066802516	
B06_E1__19_14	0.0	809.977400211	9.265536723	
B06_E1__19_15	0.0	345.086546378	13.373399785	
B06_E1__19_16	0.0	577.1301110905	14.0847496555	
B06_E1__19_17	0.0	914.362134017	9.630038653	
B06_E1__19_18	0.0	159.54698856049998	8.597357964	
B06_E1__19_19	0.0	322.64478479900004	15.276243094000002	
B06_E1__19_20	0.0	729.492938658	11.231768337999998	
B06_E1__19_21	0.0	190.78702560899998	9.37213332	
B06_E1__19_22	0.0	128.8046179455	9.046234079000001	
B06_E1__19_23	0.0	1828.13143769	12.076897798000001	
B06_E1__19_24	0.0	1075.1452911650001	6.9299626205	
B06_E1__19_25	0.0	1660.553290572	4.3556392265	
B06_E1__19_26	0.0	2021.1173339025	3.7579678430000003	
B06_E1__19_27	0.0	1795.0260136225002	5.469252688999999	
B06_E1__19_28	0.0	1156.6210343095	12.407897223	
B06_E1__19_29	0.0	337.95481649350006	18.4529396705	
B06_E1__19_30	0.0	168.684144629	16.970295253000003	
B06_E1__19_31	0.0	211.02788201100003	19.797762478499997	
B06_E1__20_10	0.0	1597.343586939	21.261487051	
B06_E1__20_12	0.0	951.816318718	9.154619182	
B06_E1__20_13	0.0	829.008077704	9.8454746135	
B06_E1__20_14	0.0	343.372011615	9.011054086	
B06_E1__20_15	0.0	232.48884998200003	11.295712785	
B06_E1__20_16	0.0	611.2743795275	16.689780243499996	
B06_E1__20_17	0.0	195.92071437200002	9.234211328999999	
B06_E1__20_18	0.0	185.28465935650001	11.3761662425	
B06_E1__20_19	0.0	157.386945709	9.822332171	
B06_E1__20_20	0.0	199.54501388	17.7752173455	
B06_E1__20_21	0.0	468.6507555165	7.364612511500001	
B06_E1__20_22	0.0	160.5152107615	10.7506138195	
B06_E1__20_23	0.0	212.25707765050004	12.9359482175	
B06_E1__20_24	0.0	1107.409720104	16.113349684499997	
B06_E1__20_25	0.0	1483.157277303	4.960996955500001	
B06_E1__20_26	0.0	2026.9315173060002	6.454630496	
B06_E1__20_27	0.0	1564.4257645489997	36.393164101500005	
B06_E1__20_28	0.0	1883.0039800615	15.821959489000001	
B06_E1__20_29	0.0	407.811429182	18.580549644	
B06_E1__20_30	0.0	138.9782467415	13.547717842499999	
B06_E1__20_31	0.0	343.6708494305	19.639801506	
B06_E1__21_10	0.0	1367.376299521	17.55029234	
B06_E1__21_12	0.0	723.081111324	8.3227330545	
B06_E1__21_13	0.0	612.6540104794999	8.267339657499999	
B06_E1__21_14	0.0	282.536990167	18.558152633	
B06_E1__21_15	0.0	2053.2803352435003	18.923149905	
B06_E1__21_16	0.0	1047.076952651	12.0481283425	
B06_E1__21_17	0.0	213.5320726525	8.0434555525	
B06_E1__21_18	0.0	133.58735391599998	12.8457869635	
B06_E1__21_19	0.0	356.5731694065	10.541813898500001	
B06_E1__21_20	0.0	129.233231964	13.111905978500001	
B06_E1__21_21	0.0	327.637913594	9.457533726	
B06_E1__21_22	0.0	309.73835793449996	8.301121901	
B06_E1__21_23	0.0	306.5829955695	12.5108941955	
B06_E1__21_24	0.0	1455.8247785190001	18.856779353	
B06_E1__21_25	0.0	1841.7360845335	5.6518010295	
B06_E1__21_26	0.0	3251.1949863854998	10.798399564	
B06_E1__21_27	0.0	2009.2829729605	15.182937110000001	
B06_E1__21_28	0.0	1899.7985725634999	13.652828086	
B06_E1__21_29	0.0	618.9273736695001	14.613169053500002	
B06_E1__21_30	0.0	113.49745889649999	13.9293673925	
B06_E1__21_31	0.0	91.87827716999999	18.1528391705	
B06_E1__22_11	0.0	631.7055070865	7.008638347	
B06_E1__22_12	0.0	740.298520147	7.412803933999999	
B06_E1__22_13	0.0	500.8078852005	19.234548053	
B06_E1__22_14	0.0	647.81256664	8.9616274585	
B06_E1__22_15	0.0	1042.4470943185	13.393111301000001	
B06_E1__22_16	0.0	714.3714339925	11.55201096	
B06_E1__22_17	0.0	335.4467873785	10.166994105999999	
B06_E1__22_18	0.0	329.561763983	10.3225174	
B06_E1__22_19	0.0	127.81243855	7.859628770499999	
B06_E1__22_20	0.0	146.444169682	12.194347412	
B06_E1__22_21	0.0	101.72818203150001	8.9605359575	
B06_E1__22_23	0.0	776.734515094	9.907274036499999	
B06_E1__22_24	0.0	1354.0780178235	23.207068706	
B06_E1__22_25	0.0	1472.8503728854998	41.1634960025	
B06_E1__22_26	0.0	2724.7766476505	7.1390350485	
B06_E1__22_27	0.0	2220.911753896	4.7159854155	
B06_E1__22_28	0.0	2224.2688346555	6.788036411	
B06_E1__22_29	0.0	965.13367457	17.5285816365	
B06_E1__22_30	0.0	185.10752998249998	15.53039147	
B06_E1__22_31	0.0	87.1275594425	19.975583059999998	
B06_E1__23_10	0.0	3437.5388233050003	7.8588108495	
B06_E1__23_11	0.0	703.254861897	7.282209774	
B06_E1__23_12	0.0	241.65179804849998	25.386475516000004	
B06_E1__23_13	0.0	552.685404741	14.848278213	
B06_E1__23_14	0.0	366.7535890955	11.565122218	
B06_E1__23_15	0.0	271.66370018450004	12.352829472	
B06_E1__23_16	0.0	525.601306036	8.140966451	
B06_E1__23_17	0.0	174.546585322	6.033498287	
B06_E1__23_18	0.0	947.9177775925	8.226595855500001	
B06_E1__23_19	0.0	1680.28320918	10.9973930675	
B06_E1__23_20	0.0	118.833989044	7.529239766	
B06_E1__23_21	0.0	197.5224155695	12.4	
B06_E1__23_22	0.0	177.39754115	13.465121093	
B06_E1__23_23	0.0	3316.122221408	10.537136983	
B06_E1__23_24	0.0	1841.4110142590002	38.3089673155	
B06_E1__23_25	0.0	1301.0906614790001	30.3788957445	
B06_E1__23_26	0.0	3556.546258189	14.0740091195	
B06_E1__23_27	0.0	2051.8130916229998	4.253859348	
B06_E1__23_28	0.0	2010.491490086	6.80275108	
B06_E1__23_29	0.0	616.084611829	12.117756378	
B06_E1__23_30	0.0	534.4533744185001	13.794357772	
B06_E1__23_31	0.0	109.854726475	22.6062510335	
B06_E1__24_10	0.0	633.5051065570001	15.365111562000001	
B06_E1__24_11	0.0	460.660977819	11.902684889	
B06_E1__24_12	0.0	336.05251353150004	14.895470383	
B06_E1__24_13	0.0	266.372777217	11.596548003999999	
B06_E1__24_14	0.0	275.4383687615	15.73838897	
B06_E1__24_15	0.0	448.92102656099996	9.41831278	
B06_E1__24_16	0.0	167.553689092	6.531932094000001	
B06_E1__24_17	0.0	257.2900483925	7.9094933595	
B06_E1__24_18	0.0	252.214527895	8.561020036	
B06_E1__24_19	0.0	165.17947615100002	12.976561713999999	
B06_E1__24_20	0.0	137.72986996050003	11.862244898	
B06_E1__24_21	0.0	128.7529321365	11.721820061999999	
B06_E1__24_22	0.0	386.08732010849997	15.693603330999998	
B06_E1__24_23	0.0	3096.8369152920004	7.033506643500001	
B06_E1__24_24	0.0	1781.4987589155	28.758556579000008	
B06_E1__24_25	0.0	1875.499578465	13.443329896000002	
B06_E1__24_26	0.0	3929.5533614495	15.884070057999999	
B06_E1__24_27	0.0	2067.8604634565	2.49244713	
B06_E1__24_28	0.0	2001.534986141	12.2123726895	
B06_E1__24_29	0.0	511.6642792895	18.622811169	
B06_E1__24_30	0.0	170.293172467	16.2924071085	
B06_E1__24_31	0.0	268.46942422349997	21.615832762	
B06_E1__24_9	0.0	2301.4229959505	0.197121115	
B06_E1__25_10	0.0	585.4703799275001	20.1691638475	
B06_E1__25_11	0.0	496.03650412549996	10.363462458	
B06_E1__25_12	0.0	784.2343964945	15.012117403999998	
B06_E1__25_13	0.0	348.538558707	8.695652174000001	
B06_E1__25_14	0.0	267.8503547355	9.5780122155	
B06_E1__25_15	0.0	458.9483488195	7.069353628499999	
B06_E1__25_16	0.0	138.7603573295	6.313268749500001	
B06_E1__25_17	0.0	157.6847813665	8.2225738395	
B06_E1__25_18	0.0	180.4037236995	9.1499943485	
B06_E1__25_19	0.0	192.7410490845	6.6902119075	
B06_E1__25_20	0.0	553.956623328	11.186440678	
B06_E1__25_21	0.0	136.87642821650002	11.908459710999999	
B06_E1__25_22	0.0	436.510672436	12.138328529999999	
B06_E1__25_23	0.0	1557.3916322665	2.6598555575000002	
B06_E1__25_24	0.0	1550.6855654390001	19.522725116	
B06_E1__25_25	0.0	1515.485290928	4.335561149	
B06_E1__25_26	0.0	2407.949620326	7.91783549	
B06_E1__25_27	0.0	1746.8696860085	10.830178474999999	
B06_E1__25_28	0.0	2118.2614216525	11.768292682999999	
B06_E1__25_29	0.0	787.1829196775	15.237169861000002	
B06_E1__25_30	0.0	215.3501433105	15.903508772	
B06_E1__25_31	0.0	441.3005058565	21.1215123145	
B06_E1__25_9	0.0	815.3664101415	13.006979815	
B06_E1__26_10	0.0	411.052019535	14.875365829	
B06_E1__26_11	0.0	286.54968658949997	9.799511002500001	
B06_E1__26_12	0.0	1964.443052772	12.891632878500001	
B06_E1__26_13	0.0	263.74586533350003	9.238050165499999	
B06_E1__26_14	0.0	383.1827557795	7.529186427999999	
B06_E1__26_15	0.0	602.468282228	9.0642640035	
B06_E1__26_16	0.0	143.856989538	7.3584512905	
B06_E1__26_17	0.0	199.897746472	8.010694128	
B06_E1__26_18	0.0	330.4657812765	8.1220992505	
B06_E1__26_19	0.0	187.469813819	8.5419518875	
B06_E1__26_20	0.0	315.854485524	12.595575492	
B06_E1__26_21	0.0	141.0150692945	10.281720200999999	
B06_E1__26_22	0.0	1042.7429138104999	16.1746441195	
B06_E1__26_23	0.0	1642.3171038265	19.419060052	
B06_E1__26_24	0.0	1393.9998444499997	34.281312458	
B06_E1__26_25	0.0	2427.837644968	4.19045677	
B06_E1__26_26	0.0	1781.6752580845	4.217843739499999	
B06_E1__26_27	0.0	1106.964668392	30.230496453500002	
B06_E1__26_28	0.0	1689.4951266990001	11.4144861585	
B06_E1__26_29	0.0	699.9695987790001	13.15893386	
B06_E1__26_30	0.0	234.13000924800002	17.646309352	
B06_E1__26_31	0.0	1197.4553359810002	21.8931312	
B06_E1__26_9	0.0	420.460803455	12.9071969695	
B06_E1__27_10	0.0	468.6759893085	9.906882979999999	
B06_E1__27_11	0.0	523.6950553345	7.659444614000001	
B06_E1__27_12	0.0	345.5472335485	9.154103096499998	
B06_E1__27_13	0.0	627.9541062860001	7.426485297	
B06_E1__27_14	0.0	331.191679888	7.3985563789999995	
B06_E1__27_15	0.0	956.0469825465	10.550752481499998	
B06_E1__27_16	0.0	177.728072863	7.427250169500001	
B06_E1__27_17	0.0	799.6421353945001	10.908716682000001	
B06_E1__27_18	0.0	136.18149151149998	10.9333333335	
B06_E1__27_19	0.0	185.784391467	11.287048315	
B06_E1__27_20	0.0	575.1213122865	13.025247970999999	
B06_E1__27_21	0.0	538.978819455	12.822703113	
B06_E1__27_22	0.0	6612.9264053595	15.991398823	
B06_E1__27_23	0.0	1956.6588108325	44.7311289245	
B06_E1__27_24	0.0	1641.1464989695	2.8555788705	
B06_E1__27_25	0.0	2579.2418142175	6.182351861999999	
B06_E1__27_26	0.0	1609.07050988	2.2147462855	
B06_E1__27_27	0.0	2098.3959550094996	8.6798709445	
B06_E1__27_28	0.0	2172.44586382	17.951392038	
B06_E1__27_29	0.0	591.8082140475001	14.083497581	
B06_E1__27_30	0.0	138.729464167	13.487459478	
B06_E1__27_31	0.0	402.4348317965	17.75616083	
B06_E1__27_9	0.0	440.133933245	11.058007684000001	
B06_E1__28_10	0.0	329.75540546400003	20.286905108	
B06_E1__28_11	0.0	368.3015047665	15.96056228	
B06_E1__28_12	0.0	481.9512864395	6.943171402	
B06_E1__28_13	0.0	478.1103176625	10.25679911	
B06_E1__28_14	0.0	394.184209875	8.674004193	
B06_E1__28_15	0.0	738.131383596	9.630851722000001	
B06_E1__28_16	0.0	355.78645337499995	10.37250787	
B06_E1__28_17	0.0	696.079474294	8.1914893615	
B06_E1__28_18	0.0	182.252141779	6.780294935	
B06_E1__28_19	0.0	562.132777179	14.0828856485	
B06_E1__28_20	0.0	2887.7934055389997	18.043438749499998	
B06_E1__28_21	0.0	498.9647888545	12.337408313000001	
B06_E1__28_22	0.0	4567.102827274	10.642643188000001	
B06_E1__28_23	0.0	1693.1508985239998	81.02038898800001	
B06_E1__28_24	0.0	2248.2432159065	4.0240558945	
B06_E1__28_25	0.0	1665.1558121005	2.141718999	
B06_E1__28_26	0.0	1711.5063773865	32.9702970295	
B06_E1__28_27	0.0	1997.3590163475	15.0440835265	
B06_E1__28_28	0.0	1024.1135432355	11.7497846275	
B06_E1__28_29	0.0	688.7935396180001	10.499510284	
B06_E1__28_30	0.0	257.0199764645	15.886584849999998	
B06_E1__28_31	0.0	170.545128834	17.7610380565	
B06_E1__28_9	0.0	427.45135455850004	14.641583786999998	
B06_E1__29_10	0.0	534.4268124665	16.9011930255	
B06_E1__29_11	0.0	437.497517881	17.1010263635	
B06_E1__29_12	0.0	498.75882514700004	12.846116739	
B06_E1__29_13	0.0	736.1589538799999	11.8717504335	
B06_E1__29_14	0.0	540.9074487299999	12.7820922795	
B06_E1__29_15	0.0	1962.166403483	11.7903274255	
B06_E1__29_16	0.0	1335.794152465	14.990821945499999	
B06_E1__29_17	0.0	723.1519977775	12.206439394	
B06_E1__29_18	0.0	267.59225317799996	8.986535852	
B06_E1__29_19	0.0	1384.105569736	9.14408867	
B06_E1__29_20	0.0	977.5090500384999	14.5227182145	
B06_E1__29_21	0.0	394.041489379	15.089946123499999	
B06_E1__29_23	0.0	1385.430145773	19.224519274000002	
B06_E1__29_24	0.0	3169.725743298	8.6600750085	
B06_E1__29_25	0.0	1901.809638045	7.936067997	
B06_E1__29_26	0.0	1726.8027848405	6.709610682499999	
B06_E1__29_27	0.0	1317.694251929	12.049335863500001	
B06_E1__29_28	0.0	1218.7460748495	13.626473255	
B06_E1__29_29	0.0	511.182884469	16.019505146999997	
B06_E1__29_30	0.0	220.295722341	9.339958064	
B06_E1__29_31	0.0	200.1129342745	18.8412189255	
B06_E1__29_9	0.0	427.684008259	9.4058500915	
B06_E1__30_12	0.0	827.3884487370001	16.551278501	
B06_E1__30_13	0.0	629.312852236	9.363142242	
B06_E1__30_14	0.0	1372.498991632	14.874768089	
B06_E1__30_15	0.0	1467.137400504	15.028991509499999	
B06_E1__30_16	0.0	905.3423630075001	9.5757637265	
B06_E1__30_17	0.0	349.6167416765	13.790938073499998	
B06_E1__30_18	0.0	378.4687477235	10.484830458	
B06_E1__30_19	0.0	957.0553429629999	7.240293809000001	
B06_E1__30_20	0.0	717.1498956315	12.5228167935	
B06_E1__30_21	0.0	2392.5820358185	39.373673036	
B06_E1__30_22	0.0	3682.5696026919995	35.876140675	
B06_E1__30_23	0.0	7248.117299963998	29.4786225575	
B06_E1__30_24	0.0	2644.734401133	8.871105057000001	
B06_E1__30_25	0.0	1865.1459859170002	23.9874146945	
B06_E1__30_26	0.0	2096.1719695965	15.7769060205	
B06_E1__30_27	0.0	904.6912528395	8.155856728	
B06_E1__30_28	0.0	412.495061503	15.6952088785	
B06_E1__30_29	0.0	282.1613292235	11.1297382885	
B06_E1__30_30	0.0	226.7010848765	11.2343966715	
B06_E1__30_31	0.0	267.2591607595	21.660208895000004	
B06_E1__31_27	0.0	755.3571832160001	11.2029764365	
B06_E1__31_28	0.0	462.2066245985	9.3974741275	
B06_E1__31_29	0.0	460.351365763	12.7306273065	
B06_E1__31_30	0.0	428.659754594	24.3981481485	
B06_E1__5_14	0.0	2250.090923061	8.2326007325	
B06_E1__5_15	0.0	523.2264774635	9.235569422500001	
B06_E1__5_16	0.0	607.1598453145	17.292778729	
B06_E1__5_17	0.0	858.928226692	13.9756244965	
B06_E1__5_18	0.0	495.408598848	5.225972206	
B06_E1__5_19	0.0	562.86611329	8.568443051	
B06_E1__5_20	0.0	562.5530513015	17.910601837500003	
B06_E1__5_21	0.0	553.212478748	18.479059515	
B06_E1__5_23	0.0	2290.4921605705	6.469753774500001	
B06_E1__6_13	0.0	972.27355408	18.233747393	
B06_E1__6_14	0.0	702.1444875315	13.2362169435	
B06_E1__6_15	0.0	787.9010078194999	10.813472523	
B06_E1__6_16	0.0	428.1027505205001	10.844886478	
B06_E1__6_17	0.0	524.542095593	11.553338762500001	
B06_E1__6_18	0.0	552.0411905315	17.986688852	
B06_E1__6_19	0.0	389.3837020925	16.461458871999998	
B06_E1__6_20	0.0	445.08335999450003	13.798035663	
B06_E1__6_21	0.0	335.09619557300005	15.265035678	
B06_E1__6_22	0.0	193.8837777255	22.890807699	
B06_E1__6_23	0.0	331.89461823199997	22.292620594	
B06_E1__6_24	0.0	578.696449924	15.460408456	
B06_E1__7_12	0.0	859.3626054765	9.854406879	
B06_E1__7_13	0.0	868.569535475	21.3031243935	
B06_E1__7_14	0.0	843.617734162	9.4484365895	
B06_E1__7_15	0.0	493.22685637100005	5.7396383239999995	
B06_E1__7_16	0.0	826.1939548409998	9.852157052999999	
B06_E1__7_17	0.0	607.4273428674999	10.8786374915	
B06_E1__7_18	0.0	339.595986464	13.350875186	
B06_E1__7_19	0.0	456.056874636	16.535998233	
B06_E1__7_20	0.0	444.15830036550005	13.434084318499998	
B06_E1__7_21	0.0	471.23557162550003	17.5525955435	
B06_E1__7_22	0.0	241.69743490000002	15.647869135	
B06_E1__7_23	0.0	631.505024088	23.365816270499998	
B06_E1__7_24	0.0	383.35105651699996	21.41955836	
B06_E1__7_25	0.0	735.055810499	11.1090101165	
B06_E1__8_12	0.0	1065.5685293274998	11.4890646815	
B06_E1__8_13	0.0	1093.6245089889999	7.5121408335	
B06_E1__8_14	0.0	905.462870047	6.1103448275000005	
B06_E1__8_15	0.0	614.8683321625	10.226573713	
B06_E1__8_16	0.0	1035.4269057675	18.843537415	
B06_E1__8_17	0.0	837.332050144	12.851123595499999	
B06_E1__8_18	0.0	738.757790155	19.5282014895	
B06_E1__8_19	0.0	593.8606793955	20.555022904	
B06_E1__8_20	0.0	570.1023437700001	16.779279279	
B06_E1__8_21	0.0	642.0534098935	13.550667714000001	
B06_E1__8_22	0.0	301.7692977545	15.256348826	
B06_E1__8_23	0.0	238.02821072400002	16.216664822000002	
B06_E1__8_24	0.0	277.012931775	24.767259655	
B06_E1__8_25	0.0	297.9379331465	20.775242923500002	
B06_E1__8_26	0.0	1283.3928494015	18.9390711545	
B06_E1__9_11	0.0	1012.5645307499999	5.768166728499999	
B06_E1__9_12	0.0	819.212821745	9.593023255999999	
B06_E1__9_13	0.0	2210.265527788	8.206286467	
B06_E1__9_14	0.0	1002.2896167295	12.4806976115	
B06_E1__9_17	0.0	3011.2546087329997	18.728822260999998	
B06_E1__9_18	0.0	1193.7362894255	17.690075450000002	
B06_E1__9_19	0.0	1114.5803620015	18.285774233999998	
B06_E1__9_20	0.0	529.542564163	20.145757418000002	
B06_E1__9_21	0.0	866.132824623	24.869838963499998	
B06_E1__9_22	0.0	509.8699593545	17.197197197	
B06_E1__9_23	0.0	440.1683392030001	18.426150121	
B06_E1__9_24	0.0	601.2103675669999	13.596311475	
B06_E1__9_25	0.0	341.01313302899996	20.7385044125	
B06_E1__9_26	0.0	236.573935457	21.473779385	
B06_E1__9_27	0.0	626.142497236	14.7674520455	
B07_C2__10_1	0.0	1347.931790011	4.2092231510000016	
B07_C2__10_12	0.0	1293.231234607	6.46211443	
B07_C2__10_13	0.0	675.5471995405001	17.5217851615	
B07_C2__10_14	0.0	788.5828209660001	6.2278897575	
B07_C2__10_15	0.0	875.016392692	3.162993921	
B07_C2__10_16	0.0	1857.3437492105	5.8903842404999995	
B07_C2__10_17	0.0	1183.9972788320001	15.2762836185	
B07_C2__10_18	0.0	1702.890761953	33.097640065	
B07_C2__10_19	0.0	1505.8117858075	5.728188492	
B07_C2__10_2	0.0	851.664631488	23.430454388	
B07_C2__10_20	0.0	2358.5623206660002	23.980252509000003	
B07_C2__10_21	0.0	804.983240615	12.1922511035	
B07_C2__10_22	0.0	680.8070643240001	17.2619047615	
B07_C2__10_23	0.0	343.0408991705	10.4356992265	
B07_C2__10_24	0.0	310.2879098505	16.7042980405	
B07_C2__10_25	0.0	359.3479891815	16.505955757000002	
B07_C2__10_26	0.0	2262.965423059	9.6360558615	
B07_C2__10_3	0.0	1266.45259254	11.262461	
B07_C2__10_4	0.0	1203.6463898815	8.1598928095	
B07_C2__10_5	0.0	1219.387781426	6.581035508499999	
B07_C2__10_6	0.0	3180.2200315835003	11.940935473	
B07_C2__11_1	0.0	1055.396221872	23.627002288000003	
B07_C2__11_11	0.0	2108.3989121964996	11.2066905615	
B07_C2__11_12	0.0	1007.3858390964999	3.9225528865	
B07_C2__11_13	0.0	636.705699271	21.962511292000002	
B07_C2__11_14	0.0	1054.1277405965	2.372984484	
B07_C2__11_15	0.0	1068.603384364	2.4622246495	
B07_C2__11_16	0.0	1037.927871871	5.358191427	
B07_C2__11_17	0.0	686.9899687205	3.129502882	
B07_C2__11_18	0.0	976.9537663765	3.8072748360000004	
B07_C2__11_19	0.0	1877.4872354215	3.865876132	
B07_C2__11_2	0.0	1254.6415160860001	11.556622649000001	
B07_C2__11_20	0.0	1472.204675686	12.309539582500001	
B07_C2__11_21	0.0	2400.2466923465	18.8217352915	
B07_C2__11_22	0.0	734.666593649	12.9320709345	
B07_C2__11_23	0.0	334.41574157649995	16.8964208925	
B07_C2__11_24	0.0	155.64091832449998	10.723275717499998	
B07_C2__11_25	0.0	224.67083628	19.619550125	
B07_C2__11_26	0.0	590.978093468	15.638661473500001	
B07_C2__11_3	0.0	1348.652561711	9.972996643	
B07_C2__11_4	0.0	2250.6744772875	13.727570051999999	
B07_C2__11_5	0.0	868.3883222675	12.718167393999998	
B07_C2__12_1	0.0	1580.4060973029998	3.631799163	
B07_C2__12_11	0.0	1187.4817657560002	4.2619630345	
B07_C2__12_12	0.0	1289.63603288	4.4486115545	
B07_C2__12_13	0.0	740.4757004515	12.3112074975	
B07_C2__12_14	0.0	553.0784758285	25.483779168999998	
B07_C2__12_15	0.0	825.5900696655001	8.7298403275	
B07_C2__12_16	0.0	1225.0480137499999	4.7407342195	
B07_C2__12_17	0.0	1316.070675132	5.4659731255	
B07_C2__12_18	0.0	1893.09179143	4.952241631500001	
B07_C2__12_19	0.0	1690.4348984005	3.082191781	
B07_C2__12_2	0.0	1515.270500882	12.589551638	
B07_C2__12_20	0.0	1305.950669611	1.352038654	
B07_C2__12_21	0.0	2270.250301086	15.026686074499999	
B07_C2__12_22	0.0	1900.8660470985	18.670704756	
B07_C2__12_23	0.0	492.46103668650005	19.609829135	
B07_C2__12_24	0.0	798.541778005	16.858308605	
B07_C2__12_25	0.0	233.504287771	12.1067303865	
B07_C2__12_26	0.0	216.037204126	18.994957091	
B07_C2__12_27	0.0	2052.006969597	8.419526341000001	
B07_C2__12_3	0.0	1113.6837488995	7.564026205999999	
B07_C2__12_4	0.0	1684.9002357375	9.8138625335	
B07_C2__12_5	0.0	1415.1196423464999	15.2987677285	
B07_C2__13_1	0.0	1421.198286138	7.747049815	
B07_C2__13_10	0.0	1215.5240440075	5.261018052	
B07_C2__13_11	0.0	1027.7313526574999	7.6444707675	
B07_C2__13_12	0.0	1304.8381119605	7.506958942000001	
B07_C2__13_13	0.0	1273.1427429975	5.4539420315000005	
B07_C2__13_14	0.0	1484.4618037445002	5.285242389	
B07_C2__13_15	0.0	1039.7286576385	5.7574184615	
B07_C2__13_16	0.0	865.2314080829999	10.8104457455	
B07_C2__13_17	0.0	1068.0783101185	2.603797019	
B07_C2__13_19	0.0	2867.6993317945	6.7338423295	
B07_C2__13_2	0.0	962.651464389	13.055005935499999	
B07_C2__13_20	0.0	1541.5673817475	3.8390267485	
B07_C2__13_21	0.0	1554.1966767575	7.322841417499999	
B07_C2__13_22	0.0	1761.909127678	3.5856205525	
B07_C2__13_23	0.0	1337.6592916655	14.8916159085	
B07_C2__13_24	0.0	192.986912372	15.0618801015	
B07_C2__13_25	0.0	100.72688925649999	14.59778086	
B07_C2__13_26	0.0	275.850785572	21.7243720295	
B07_C2__13_27	0.0	773.3114892919998	11.837837837999999	
B07_C2__13_3	0.0	1263.2311931855	10.493772241999999	
B07_C2__13_4	0.0	1002.7813702130001	10.213476737499999	
B07_C2__13_5	0.0	1267.3195588475	9.066334849499999	
B07_C2__14_1	0.0	1782.175322927	7.961603613999999	
B07_C2__14_10	0.0	1296.3113721989998	9.102815978999999	
B07_C2__14_11	0.0	1494.87684262	9.2587719295	
B07_C2__14_12	0.0	2277.2201777425	14.095583786999999	
B07_C2__14_13	0.0	1733.7074264194998	17.463530131	
B07_C2__14_14	0.0	776.271616413	9.9624530665	
B07_C2__14_15	0.0	2043.6337129635	14.3394963605	
B07_C2__14_16	0.0	893.696409013	1.707293003	
B07_C2__14_17	0.0	694.474704776	16.3719259465	
B07_C2__14_18	0.0	1012.2427038994999	3.786104606	
B07_C2__14_19	0.0	1554.5548190555	5.363226222500001	
B07_C2__14_2	0.0	687.7616405465001	10.765550239	
B07_C2__14_20	0.0	2526.2007239955	11.6615112685	
B07_C2__14_21	0.0	1963.9634877405	1.814807177	
B07_C2__14_22	0.0	1468.705503355	36.770754637500005	
B07_C2__14_23	0.0	1569.22618289	10.6334640055	
B07_C2__14_24	0.0	550.7039835365001	20.1972355955	
B07_C2__14_25	0.0	98.669371182	14.093930383000002	
B07_C2__14_26	0.0	83.481660994	23.0628152225	
B07_C2__14_27	0.0	368.900211577	17.258274173	
B07_C2__14_3	0.0	1166.6876971795	11.0762800415	
B07_C2__14_4	0.0	1490.938348158	10.834001604000001	
B07_C2__14_5	0.0	1003.1311912779998	12.277491265999998	
B07_C2__14_9	0.0	1202.8141939705	7.242072995499999	
B07_C2__15_1	0.0	2983.33464608	8.018154312	
B07_C2__15_10	0.0	1949.6367450040002	17.2579918955	
B07_C2__15_12	0.0	983.693639815	10.864529281	
B07_C2__15_13	0.0	252.9508789055	13.614060489	
B07_C2__15_14	0.0	286.06093746550005	15.3135225965	
B07_C2__15_15	0.0	918.6263477070001	12.083369594	
B07_C2__15_16	0.0	699.678371747	2.7693618635	
B07_C2__15_17	0.0	2199.472659373	10.0987388795	
B07_C2__15_18	0.0	958.5400369525	19.960438770000003	
B07_C2__15_19	0.0	1166.26016259	48.9455431625	
B07_C2__15_2	0.0	981.5656314780001	11.689919921000001	
B07_C2__15_20	0.0	1266.094330432	6.569602273	
B07_C2__15_21	0.0	2046.905985036	7.9465474605	
B07_C2__15_22	0.0	1630.923509711	1.6488620530000002	
B07_C2__15_23	0.0	2433.158020286	4.6826036349999995	
B07_C2__15_24	0.0	1273.0831963209998	15.0269125565	
B07_C2__15_25	0.0	147.2994011355	13.947621336	
B07_C2__15_26	0.0	89.94718569999999	19.1034733585	
B07_C2__15_27	0.0	179.024556232	20.49382716	
B07_C2__15_3	0.0	1455.771526487	11.524864482999998	
B07_C2__15_4	0.0	1127.3669017715001	14.573622154999999	
B07_C2__15_5	0.0	1785.482598348	9.0426489115	
B07_C2__15_8	0.0	1740.5232162809998	16.022345264	
B07_C2__15_9	0.0	1167.575532152	11.152630066	
B07_C2__16_1	0.0	3520.1112256779998	8.66723501	
B07_C2__16_10	0.0	782.1342151184999	14.725087537	
B07_C2__16_11	0.0	798.5096986750001	14.594442885	
B07_C2__16_12	0.0	947.9010997255	24.8331170035	
B07_C2__16_13	0.0	1176.1808223230003	17.1156580815	
B07_C2__16_14	0.0	171.72628280700002	13.916146298000001	
B07_C2__16_15	0.0	886.1078124895	14.047638739499998	
